CHARGE CODE;rate_final;TIPO DE RENTA
FRTRCH_001;16.95;
FRTRCH_002;16.95;
FRTRCH_003;29.66;
FRTRCH_004;29.66;
FRTRCH_005;11.44;
FRTRCH_005;16.95;
FRTRCH_006;29.66;
FRTRCH_007;29.66;
FRTRCH_008;16.95;
FRTRCH_009;16.95;
FRTRCH_010;25.42;
FRTRCH_011;8.47;
FRTRCH_012;25.42;
FRTRCH_013;16.95;
FRTRCH_014;8.47;
FRTRCH_015;59.32;
FRTRCH_016;29.66;
FRTRCH_017;76.27;
FRTRCH_018;16.95;
FRTRCH_019;16.95;
FRTRCH_020;8.47;
FRTRCH_021;16.95;
FRTRCH_022;4.24;
FRTRCH_023;25.42;
FRTRCH_024;4.24;
FRTRCH_025;16.95;
FRTRCH_026;25.42;
FRTRCH_027;25.42;
FRTRCH_028;29.66;
FRTRCH_029;25.42;
FRTRCH_030;16.95;
FRTRCH_031;16.95;
FRTRCH_032;25.42;
FRTRCH_033;25.42;
FRTRCH_034;16.95;
FRTRCH_035;16.95;
FRTRCH_036;29.66;
FRTRCH_037;29.66;
FRTRCH_038;25.42;
FRTRCH_039;25.42;
FRTRCH_040;16.95;
FRTRCH_041;16.95;
FRTRCH_042;25.42;
FRTRCH_043;16.95;
FRTRCH_044;16.95;
FRTRCH_045;16.95;
FRTRCH_046;11.44;
FRTRCH_046;16.95;
FRTRCH_046;8.47;
FRTRCH_047;25.42;
FRTRCH_048;46.61;
FRTRCH_049;46.61;
FRTRCH_050;25.42;
FRTRCH_051;46.22;
FRTRCH_052;16.95;
FRTRCH_053;25.42;
FRTRCH_054;16.95;
FRTRCH_055;16.95;
FRTRCH_055;25.42;
FRTRCH_055;29.66;
FRTRCH_056;16.95;
FRTRCH_057;25.42;
FRTRCH_058;25.42;
FRTRCH_059;29.66;
FRTRCH_060;29.66;
FRTRCH_061;25.42;
FRTRCH_062;16.95;
FRTRCH_063;25.42;
FRTRCH_064;21.19;
FRTRCH_065;21.19;
FRTRCH_066;16.81;
FRTRCH_067;46.61;
FRTRCH_068;25.21;
FRTRCH_069;32.77;
FRTRCH_070;46.61;
FRTRCH_070;83.19;
FRTRCH_071;29.66;
FRTRCH_072;29.66;
FRTRCH_073;29.66;
FRTRCH_074;25.42;
FRTRCH_075;21.19;
FRTRCH_076;21.19;
FRTRCH_077;10.93;
FRTRCH_078;10.93;
FRTRCH_079;10.93;
FRTRCH_080;10.93;
FRTRCH_081;11.44;
FRTRCH_082;11.44;
FRTRCH_083;29.66;
FRTRCH_084;29.66;
FRTRCH_085;25.42;
FRTRCH_086;25.42;
FRTRCH_087;29.66;
FRTRCH_088;16.95;
FRTRCH_089;16.95;
FRTRCH_090;46.61;
FRTRCH_091;46.61;
FRTRCH_092;21.19;
FRTRCH_093;21.19;
FRTRCH_094;21.19;
FRTRCH_095;21.19;
FRTRDE_001;12.71;
FRTRDE_003;8.47;
FRTRDE_004;100;
FRTRDE_005;100;
FRTRDE_008;16.95;
FRTRDE_009;25.42;
FRTRDE_010;100;
FRTRDE_011;100;
FRTRDE_012;100;
FRTRDE_013;42.37;
FRTRDE_013;59.32;
FRTRDE_014;42.37;
FRTRDE_014;59.32;
FRTRDE_018;59.32;
FRTRDE_019;8.56;
FRTRDE_020;12.8;
FRTRDE_021;16.95;
FRTRDE_022;4.32;
FRTRDE_023;5.51;
FRTRDE_024;56.69;
FRTRDE_025;5;
FRTRDE_026;8.56;
FRTRDE_027;12.8;
FRTRDE_028;13.47;
FRTRDE_029;38.14;
FRTRDE_030;4.32;
FRTRDE_031;12.71;
FRTRDE_032;50;
FRTRDE_036;59.32;
FRTRDE_037;42.37;
FRTRDE_038;33.9;
FRTRDE_039;26.19;
FRTRDE_040;59.32;
FRTRDE_041;59.32;
FRTRDE_042;59.32;
FRTRDE_043;50.85;
FRTRDE_044;63.56;
FRTRDE_045;59.32;
FRTRDE_046;42.37;
FRTRDE_047;42.37;
FRTRDE_048;29.66;
FRTRDE_049;25.42;
FRTRDE_050;21.19;
FRTRDE_051;16.95;
FRTRDE_052;12.71;
FRTRDE_053;7.63;
FRTRDE_054;12.71;
FRTRDE_055;42.37;
FRTRDE_056;42.37;
FRTRDE_057;10.93;
FRTRDE_058;10.93;
FRTRDE_059;84.75;
FRTRDE_060;6.78;
FRTRDE_061;3.81;
FRTRDE_062;1.69;
FRTRDE_063;0.85;
FRTRDE_064;8.47;
FRTRDE_065;4.24;
FRTRDE_066;8.47;
FRTRDE_067;12.71;
FRTRDE_068;21.19;
FRTRDE_069;29.66;
FRTRDE_070;25.42;
FRTRDE_071;33.9;
FRTRDE_072;16.95;
FRTRDE_073;0.85;
FRTRDE_074;1.69;
FRTRDE_075;3.81;
FRTRDE_076;6.78;
FRTRDE_077;84.75;
FRTRDE_078;42.37;
FRTRDE_079;50.85;
FRTRDE_080;59.32;
FRTRDE_081;67.8;
FRTRDE_082;76.27;
FRTRDE_083;101.69;
FRTRDE_084;59.32;
FRTRDE_085;70.76;
FRTRDE_086;70.76;
FRTRDE_087;59.32;
FRTRDE_088;42.37;
FRTRDE_090;5.93;
FRTRDE_091;69.07;
FRTRDE_092;59.32;
FRTRDE_093;70.76;
FRTRDE_094;69.07;
FRTRDE_095;59.32;
FRTRDE_096;70.76;
FRTRDE_097;56.36;
FRTRDE_098;56.36;
FRTRDE_099;56.36;
FRTRDE_100;56.36;
FRTRDE_101;59.32;
FRTRDE_102;42.37;
FRTRDE_103;50.85;
FRTRDE_104;33.9;
FRTRDE_110;5.93;
FRTRDE_111;8.47;
FRTRDE_112;50;
FRTRDE_113;70;
FRTRDE_114;4.24;
FRTRDE_115;9.32;
FRTRDE_116;10;
FRTRDE_117;50;
FRTRDE_118;50.85;
FRTRDE_119;33.9;
FRTRDE_120;25.42;
FRTRDE_121;8.47;
FRTRDE_122;42.37;
FRTRDE_123;100;
FRTRDE_124;25.42;
FRTRDE_125;25.42;
FRTRDE_126;25.42;
FRTRDE_127;8.47;
FRTRDE_128;25.42;
FRTRDE_129;8.47;
FRTRDE_130;50.85;
FRTRDE_131;50.85;
FRTRDE_132;33.9;
FRTRDE_133;33.9;
FRTRDE_134;42.37;
FRTRDE_135;42.37;
FRTRDE_136;8.47;
FRTRDE_137;50.85;
FRTRDE_138;50.85;
FRTRDE_139;33.9;
FRTRDE_140;33.9;
FRTRDE_141;42.37;
FRTRDE_142;42.37;
FRTRDE_143;8.47;
FRTRDE_144;33.9;
FRTRDE_145;33.9;
FRTRDE_146;8.47;
FRTRDE_147;8.47;
FRTRDE_148;50.85;
FRTRDE_149;16.95;
FRTRDE_150;16.95;
FRTRDE_151;16.95;
FRTREQ_001;10.93;
FRTREQ_002;21.1;
FRTREQ_003;8.39;
FRTREQ_004;13.47;
FRTREQ_005;21.95;
FRTREQ_007;13.47;
FRTREQ_008;10.93;
FRTREQ_009;21.1;
FRTREQ_010;13.47;
FRTREQ_011;21.1;
FRTREQ_012;21.95;
FRTREQ_013;12.6;
FRTREQ_014;10.93;
FRTREQ_015;13.47;
FRTREQ_016;8.39;
FRTREQ_017;4.24;
FRTREQ_018;12.63;
FRTREQ_019;12.63;
FRTREQ_020;16.86;
FRTREQ_021;16.86;
FRTREQ_022;12.63;
FRTREQ_023;16.86;
FRTREQ_024;8.47;
FRTREQ_025;5.93;
FRTREQ_030;8.47;
FRTREQ_031;8.47;
FRTREQ_032;12.71;
FRTREQ_033;12.71;
FRTREQ_034;16.95;
FRTREQ_035;16.95;
FRTREQ_036;12.63;
FRTREQ_037;12.63;
FRTREQ_038;16.86;
FRTREQ_039;16.86;
FRTREQ_040;16.87;
FRTREQ_041;16.87;
FRTREQ_042;16.87;
FRTREQ_043;16.87;
FRTROTT_001;8.47;
FRTROTT_002;8.47;
FRTROTT_003;38.05;
FRTROTT_005;32.12;
FRTROTT_007;8.47;
FRTROTT_009;8.39;
FRTROTT_010;8.39;
FRTROTT_011;25.41;
FRTROTT_012;25.41;
FRTROTT_013;8.47;
FRTROTT_014;8.47;
FRTROTT_015;16.94;
FRTROTT_016;25.41;
FRTROTT_017;8.47;
FRTROTT_018;16.94;
FRTROTT_019;25.41;
FRTROTT_020;38.05;
FRTROTT_022;32.12;
FRTROTT_024;16.78;
FRTROTT_025;16.78;
FRTROTT_026;25.17;
FRTROTT_027;25.17;
FRTROTT_028;25.34;
FRTROTT_029;25.34;
FRTRPL_001;1.7;ADELANTADA
FRTRPL_004;94.83;ADELANTADA
FRTRPL_005;7.63;ADELANTADA
FRTRPL_006;592.37;ADELANTADA
FRTRPL_007;66.95;VENCIDA
FRTRPL_008;30.93;ADELANTADA
FRTRPL_008;58.47;ADELANTADA
FRTRPL_008;91.44;ADELANTADA
FRTRPL_008;92.36;ADELANTADA
FRTRPL_008;98.21;ADELANTADA
FRTRPL_008;98.22;ADELANTADA
FRTRPL_009;22.65;ADELANTADA
FRTRPL_009;28.73;ADELANTADA
FRTRPL_009;50;ADELANTADA
FRTRPL_009;66.95;ADELANTADA
FRTRPL_009;76.7;ADELANTADA
FRTRPL_009;77.61;ADELANTADA
FRTRPL_009;87.22;ADELANTADA
FRTRPL_009;87.86;ADELANTADA
FRTRPL_009;89.76;ADELANTADA
FRTRPL_009;95.68;ADELANTADA
FRTRPL_010;50;ADELANTADA
FRTRPL_010;59.05;ADELANTADA
FRTRPL_010;84.24;ADELANTADA
FRTRPL_011;92.36;ADELANTADA
FRTRPL_012;92.37;ADELANTADA
FRTRPL_013;114.32;VENCIDA
FRTRPL_013;56.36;VENCIDA
FRTRPL_013;61.86;VENCIDA
FRTRPL_013;62.71;VENCIDA
FRTRPL_013;67.79;VENCIDA
FRTRPL_013;75.42;VENCIDA
FRTRPL_013;75.84;VENCIDA
FRTRPL_013;77.54;VENCIDA
FRTRPL_013;91.52;VENCIDA
FRTRPL_013;98.73;VENCIDA
FRTRPL_014;102.96;ADELANTADA
FRTRPL_014;112.62;ADELANTADA
FRTRPL_014;114.32;ADELANTADA
FRTRPL_014;30.42;ADELANTADA
FRTRPL_014;38.05;ADELANTADA
FRTRPL_014;38.89;ADELANTADA
FRTRPL_014;50;ADELANTADA
FRTRPL_014;50.76;ADELANTADA
FRTRPL_014;53.81;ADELANTADA
FRTRPL_014;56.36;ADELANTADA
FRTRPL_014;59.32;ADELANTADA
FRTRPL_014;66.95;ADELANTADA
FRTRPL_014;67.79;ADELANTADA
FRTRPL_014;69.07;ADELANTADA
FRTRPL_014;73.64;ADELANTADA
FRTRPL_014;75.42;ADELANTADA
FRTRPL_014;77.46;ADELANTADA
FRTRPL_014;77.54;ADELANTADA
FRTRPL_014;77.88;ADELANTADA
FRTRPL_014;78.7;ADELANTADA
FRTRPL_014;78.72;ADELANTADA
FRTRPL_014;82.12;ADELANTADA
FRTRPL_014;84.24;ADELANTADA
FRTRPL_014;85.12;ADELANTADA
FRTRPL_014;86.78;ADELANTADA
FRTRPL_014;87.57;ADELANTADA
FRTRPL_014;90.25;ADELANTADA
FRTRPL_014;90.59;ADELANTADA
FRTRPL_014;91.52;ADELANTADA
FRTRPL_014;94.83;ADELANTADA
FRTRPL_014;95.68;ADELANTADA
FRTRPL_014;98.73;ADELANTADA
FRTRPL_015;89.75;ADELANTADA
FRTRPL_015;94.27;ADELANTADA
FRTRPL_015;94.41;ADELANTADA
FRTRPL_016;0;VENCIDA
FRTRPL_017;30.93;VENCIDA
FRTRPL_017;98.21;VENCIDA
FRTRPL_017;98.22;VENCIDA
FRTRPL_018;50.85;ADELANTADA
FRTRPL_018;59.32;ADELANTADA
FRTRPL_019;39.41;VENCIDA
FRTRPL_019;50.85;VENCIDA
FRTRPL_019;85.93;VENCIDA
FRTRPL_020;39.41;ADELANTADA
FRTRPL_020;50.85;ADELANTADA
FRTRPL_020;85.93;ADELANTADA
FRTRPL_021;114.32;VENCIDA
FRTRPL_021;67.8;VENCIDA
FRTRPL_021;72.03;VENCIDA
FRTRPL_022;114.32;ADELANTADA
FRTRPL_022;67.8;ADELANTADA
FRTRPL_022;72.03;ADELANTADA
FRTRPL_023;50.85;ADELANTADA
FRTRPL_023;97.37;ADELANTADA
FRTRPL_024;50.85;VENCIDA
FRTRPL_024;97.37;VENCIDA
FRTRPL_025;102.88;ADELANTADA
FRTRPL_025;107.12;ADELANTADA
FRTRPL_025;56.36;ADELANTADA
FRTRPL_025;60.59;ADELANTADA
FRTRPL_026;102.88;VENCIDA
FRTRPL_026;107.12;VENCIDA
FRTRPL_026;56.36;VENCIDA
FRTRPL_026;60.59;VENCIDA
FRTRPL_027;0;VENCIDA
FRTRPL_028;56.36;ADELANTADA
FRTRPL_029;67.8;ADELANTADA
FRTRPL_030;8.47;ADELANTADA
FRTRPL_031;8.47;VENCIDA
FRTRPL_032;8.47;ADELANTADA
FRTRPL_033;8.47;VENCIDA
FRTRPL_034;59.32;ADELANTADA
FRTRPL_035;59.32;VENCIDA
FRTRPL_036;59.32;ADELANTADA
FRTRPL_037;59.32;VENCIDA
FRTRRE_001;21.19;
FRTRRE_002;29.66;
FRTRRE_003;38.14;
FRTRRE_004;67.8;
FRTRRE_005;29.66;
FRTRRE_006;33.9;
FRTRRE_007;25;
FRTRRE_008;25;
FRTRRE_009;50;
FRTRRE_010;50;
FRTRRE_011;70;
FRTRRE_012;95;
FRTRRE_013;10;
FRTRRE_014;10;
FRTRRE_015;70;
FRTRRE_016;95;
FRTRRE_017;4.24;
FRTRRE_018;4.24;
FRTRRE_019;5.17;
FRTRRE_020;5.17;
FRTRRE_021;4.24;
FRTRRE_022;3.39;
FRTRRE_023;4.24;
FRTRRE_024;16.95;
FRTRRE_025;33.9;
FRTRRE_026;42.37;
FRTRRE_027;50.85;
FRTRRE_028;67.8;
FRTRRE_029;84.75;
FRTRRE_030;16.95;
FRTRRE_031;33.9;
FRTRRE_032;42.37;
FRTRRE_033;50.85;
FRTRRE_034;67.8;
FRTRRE_035;84.75;
FRTRRE_036;8.39;
FRTRRE_037;5.08;
FRTRRE_038;100;
FRTRRE_039;100;
FRTRRE_040;100;
FRTRRE_041;100;
FRTRRE_042;100;
FRTRRE_043;100;
FRTRRE_044;100;
FRTRRE_045;100;
FRTRRE_046;100;
FRTRRE_047;100;
FRTRRE_048;100;
FRTRRE_049;8.48;
FRTRRE_050;8.48;
FRTRRE_051;8.48;
FRTRRE_052;100;
FRTRRE_053;11.44;
FRTRRE_054;11.44;
FRTRRE_055;100;
FRTRRE_056;8.48;
FRTRRE_057;50;
FRTRRE_058;50;
FRTRRE_059;16.95;
FRTRRE_060;33.9;
FRTRRE_061;42.37;
FRTRRE_062;50.85;
FRTRRE_063;67.8;
FRTRRE_064;84.75;
FRTRRE_065;50;
FRTRRE_066;50;
FRTRRE_067;50;
FRTRRE_068;50;
FRTRRE_069;20;
FRTRRE_070;30;
FRTRRE_071;40;
FRTRRE_072;20;
FRTRRE_073;30;
FRTRRE_074;40;
FRTRRE_075;50;
FRTRRE_076;50;
FRTRRE_077;50;
FRTRRE_078;10;
FRTRRE_079;10;
FRTRRE_080;20;
FRTRRE_081;30;
FRTRRE_082;40;
FRTRRE_083;20;
FRTRRE_084;30;
FRTRRE_085;40;
FRTRRE_086;50;
FRTRRE_087;50;
FRTRRE_088;50;
FRTRRE_089;10;
FRTRRE_090;10;
FRTRRE_091;20;
FRTRRE_092;30;
FRTRRE_093;40;
FRTRRE_094;50;
FRTRRE_095;20;
FRTRRE_096;30;
FRTRRE_097;40;
FRTRRE_098;50;
FRTRRE_099;50;
FRTRRE_100;50;
FRTRRE_101;20;
FRTRRE_102;30;
FRTRRE_103;40;
FRTRRE_104;50;
FRTRRE_105;20;
FRTRRE_106;30;
FRTRRE_107;40;
FRTRRE_108;50;
FRTRRE_109;50;
FRTRRE_110;50;
FRTRRE_111;20;
FRTRRE_112;30;
FRTRRE_113;40;
FRTRRE_114;20;
FRTRRE_115;30;
FRTRRE_116;40;
FRTRRE_117;20;
FRTRRE_118;30;
FRTRRE_119;40;
FRTRRE_120;20;
FRTRRE_121;30;
FRTRRE_122;40;
FRTRRE_123;10;
FRTRRE_124;15;
FRTRRE_125;20;
FRTRRE_126;25;
FRTRRE_127;20;
FRTRRE_128;30;
FRTRRE_129;40;
FRTRRE_130;20;
FRTRRE_131;30;
FRTRRE_132;40;
FRTRRE_133;20;
FRTRRE_134;30;
FRTRRE_135;40;
FRTRRE_136;20;
FRTRRE_137;30;
FRTRRE_138;40;
FRTRRE_139;100;
FRTRRE_140;100;
FRTRRE_141;8.47;
FRTRRE_142;8.47;
FRTRRE_143;8.47;
FRTRRE_144;100;
FRTRRE_145;100;
FRTRRE_146;100;
FRTRRE_147;100;
FRTRRE_148;100;
FRTRRE_149;100;
FRTRRE_150;100;
FRTRRE_151;100;
FRTRRE_152;100;
FRTRRE_153;100;
FRTRRE_154;25.42;
FRTRRE_155;10;
FRTRRE_156;15;
FRTRRE_157;20;
FRTRRE_158;25;
FRTRRE_159;25;
FRTRRE_160;50;
FRTRRE_161;50;
FRTRRE_162;70;
FRVOBL_001;10;
FRVOBL_002;15;
FRVOBL_003;5;
FRVOBL_004;3;
FRVOBL_005;0;
FRVOBL_006;0;
FRVOBL_007;0;
FRVOEQ_001;74.79;
FRVOEQ_002;16.1;
FRVOEQ_003;22.14;
FRVOEQ_004;22.14;
FRVOEQ_005;120;
FRVOEQ_006;2.51;
FRVOEQ_007;72.46;
FRVOEQ_008;80.52;
FRVOEQ_009;2.01;
FRVOEQ_010;16.1;
FRVOEQ_011;2.01;
FRVOEQ_012;120;
FRVOEQ_013;22.14;
FRVOEQ_014;80.52;
FRVOEQ_015;72.47;
FRVOEQ_016;69.65;
FRVOEQ_017;32.24;
FRVOEQ_018;2.52;
FRVOEQ_019;22.14;
FRVORX_004;3.88;
FRVOSE_001;1.7;
FRVOSE_002;25.42;
FRVOSE_002;50.85;
FRVOSE_003;101.69;
FRVOSV_001;0.85;
FRVOSV_002;0;
FRVOSV_004;25.56;
FRVOSV_005;30.17;
FRVOSV_006;0;
FRVOSV_007;2.52;
FRVRDE_001;4.24;
FRVRDE_002;100;
FRVRDE_010;4.24;
FRVRDE_011;8.47;
FRVRDE_012;8.47;
FRVRDE_013;12.71;
FRVRDE_014;8.47;
FRVRDE_015;8.47;
FRVRDE_016;16.95;
FRVRDE_017;4.24;
FRVRDE_018;8.47;
FRVRDE_019;12.71;
FRVRDE_020;21.19;
FRVRDE_021;29.66;
FRVRDE_022;25.42;
FRVRDE_023;33.9;
FRVRDE_024;16.95;
FRVRDE_025;0.85;
FRVRDE_026;1.69;
FRVRDE_027;3.81;
FRVRDE_028;6.78;
FRVRDE_029;84.75;
FRVRDE_030;42.37;
FRVRDE_031;50.85;
FRVRDE_032;59.32;
FRVRDE_033;67.8;
FRVRDE_034;76.27;
FRVRDE_035;101.69;
FRVRDE_036;8.47;
FRVREQBD_001;100;
FRVREQBM_001;12.9;
FRVRPL_001;0.85;ADELANTADA
FRVRPL_002;18.22;ADELANTADA
FRVRPL_003;23.69;ADELANTADA
FRVRPL_004;39.73;ADELANTADA
FRVRPL_005;42.37;ADELANTADA
FRVRPL_006;42.37;ADELANTADA
FRVRPL_007;8.47;VENCIDA
FRVRPL_008;24.01;ADELANTADA
FRVRPL_009;19.77;ADELANTADA
FRVRPL_011;24.85;ADELANTADA
FRVRPL_012;24.85;ADELANTADA
FRVRPL_013;28.24;ADELANTADA
FRVRPL_014;39.8;ADELANTADA
FRVRPL_016;40.81;ADELANTADA
FRVRPL_017;10.17;ADELANTADA
FRVRPL_017;12.71;ADELANTADA
FRVRPL_017;53.49;ADELANTADA
FRVRPL_017;8.47;ADELANTADA
FRVRPL_018;18.22;VENCIDA
FRVRPL_018;8.47;VENCIDA
FRVRPL_019;0;ADELANTADA
FRVRPL_019;10.76;ADELANTADA
FRVRPL_019;18.22;ADELANTADA
FRVRPL_019;21.46;ADELANTADA
FRVRPL_019;22.29;ADELANTADA
FRVRPL_019;23.69;ADELANTADA
FRVRPL_019;24.15;ADELANTADA
FRVRPL_019;24.85;ADELANTADA
FRVRPL_019;27.12;ADELANTADA
FRVRPL_019;33.9;ADELANTADA
FRVRPL_019;35.25;ADELANTADA
FRVRPL_019;39.24;ADELANTADA
FRVRPL_019;39.73;ADELANTADA
FRVRPL_019;40.79;ADELANTADA
FRVRPL_019;40.81;ADELANTADA
FRVRPL_019;46.28;ADELANTADA
FRVRPL_019;8.47;ADELANTADA
FRVRPL_020;48.3;ADELANTADA
FRVRPL_021;23.69;ADELANTADA
FRVRPL_022;40.79;ADELANTADA
FRVRPL_022;63.39;ADELANTADA
FRVRPL_023;10.17;ADELANTADA
FRVRPL_024;0;ADELANTADA
FRVRPL_024;10.17;ADELANTADA
FRVRPL_024;12.98;ADELANTADA
FRVRPL_024;16.95;ADELANTADA
FRVRPL_024;17.51;ADELANTADA
FRVRPL_024;7.7;ADELANTADA
FRVRPL_025;0;VENCIDA
FRVRPL_026;0;VENCIDA
FRVRPL_027;0;VENCIDA
FRVRPL_028;0;VENCIDA
FRVRPL_031;48.92;VENCIDA
FRVRPL_032;0;VENCIDA
FRVRPL_034;0;VENCIDA
FRVRPL_035;0;VENCIDA
FRVRPL_036;0;VENCIDA
FRVRPL_037;48.92;VENCIDA
FRVRPL_038;48.92;VENCIDA
FRVRPL_039;0;VENCIDA
FRVRPL_040;0;VENCIDA
FRVRPL_041;0;VENCIDA
FRVRPL_042;0;VENCIDA
FRVRPL_043;0;VENCIDA
FRVRPL_044;0;VENCIDA
FRVRPL_045;10.76;ADELANTADA
FRVRPL_045;23.69;ADELANTADA
FRVRPL_045;33.9;ADELANTADA
FRVRPL_045;46.28;ADELANTADA
FRVRPL_046;24.01;ADELANTADA
FRVRPL_047;8.47;ADELANTADA
FRVRPL_048;84.67;ADELANTADA
FRVRPQ_001;8.47;
FRVRPQ_002;12.71;
FRVRPQ_003;16.95;
FRVRPQ_004;21.19;
FRVRPQ_005;25.42;
FRVRPQ_006;29.66;
FRVRPQ_007;33.9;
FRVRPQ_008;38.14;
FRVRPQ_009;42.37;
FRVRPQ_010;2.54;
FRVRPQ_011;4.24;
FRVRPQ_012;5.93;
FRVRPQ_017;0;
FRVRPQ_018;50.85;
FRVRPQ_019;59.32;
FRVRPQ_020;67.8;
FRVRPQ_021;84.75;
FRVRRE_001;8.47;
FRVRRE_002;25;
FRVRRE_003;25;
FRVRRE_004;50;
FRVRRE_005;50;
FRVRRE_006;70;
FRVRRE_007;95;
FRVRRE_008;10;
FRVRRE_009;10;
FRVRRE_010;70;
FRVRRE_011;95;
FRVRRE_012;16.95;
FRVRRE_013;33.9;
FRVRRE_014;42.37;
FRVRRE_015;16.95;
FRVRRE_016;33.9;
FRVRRE_017;42.37;
FRVRRE_018;100;
FRVRRE_019;50;
FRVRRE_020;16.95;
FRVRRE_021;33.9;
FRVRRE_022;42.37;
FRVRRE_023;50;
FRVRRE_024;50;
FRVRRE_025;20;
FRVRRE_026;30;
FRVRRE_027;40;
FRVRRE_028;20;
FRVRRE_029;30;
FRVRRE_030;40;
FRVRRE_031;50;
FRVRRE_032;50;
FRVRRE_033;50;
FRVRRE_034;10;
FRVRRE_035;10;
FRVRRE_036;20;
FRVRRE_037;30;
FRVRRE_038;40;
FRVRRE_039;50;
FRVRRE_040;20;
FRVRRE_041;30;
FRVRRE_042;40;
FRVRRE_043;50;
FRVRRE_044;50;
FRVRRE_045;50;
FRVRRE_046;20;
FRVRRE_047;30;
FRVRRE_048;40;
FRVRRE_049;20;
FRVRRE_050;30;
FRVRRE_051;40;
FRVRRE_052;10;
FRVRRE_053;15;
FRVRRE_054;20;
FRVRRE_055;25;
FRVRRE_056;20;
FRVRRE_057;30;
FRVRRE_058;40;
FRVRRE_059;20;
FRVRRE_060;30;
FRVRRE_061;40;
FRVRRE_062;100;
FRVRRE_063;12.92;
FRVRRE_064;100;
FRVRRE_065;100;
FRVRRE_066;100;
FRVRRE_067;100;
FRVRRE_068;100;
FRVRRE_069;100;
FRVRRE_070;25.42;
FRVRRE_071;10;
FRVRRE_072;15;
FRVRRE_073;20;
FRVRRE_074;25;
FRVRRE_075;25;
FRVRRE_076;50;
FRVRRE_077;50;
FRVRRE_078;70;
FRVRSV_001;7.13;
FRVRSV_002;7;
FRVRSV_005;4.16;
FRVRSV_006;4.24;
FRVRSV_007;2.4;
FRVRSV_008;2.4;
FRVRSV_009;2.4;
FRVRSV_010;2.4;
FRVRSV_011;2.4;
FRVRSV_012;3.32;
FRVRSV_013;2.4;
FRVRSV_014;2.4;
FRVRSV_015;4.2;
FRVRSV_016;4.2;
FRVRSV_017;8.4;
FRVRSV_018;8.4;
FRVRSV_019;0;
FRVRSV_020;0;
FRVRSV_021;0;
FRVRSV_022;0;
FRVRSV_023;0;
FRVRSV_024;0;
FRVRSV_025;0;
FRVRSV_026;0;
FRVRSV_027;0;
FRVRSV_028;8.4;
FRVRSV_029;5.88;
FRVRSV_030;2.52;
FRVRSV_031;7.56;
FRVRSV_032;4.2;
FRVRSV_033;4.2;
FRVTSE_001;1.7;
FRVTSE_002;8.47;
MRMRDE_001;50;
OC_BONAMAZAP3M;16.9;
OC_BONAMAZAP4M;16.9;
OC_BONAMAZAP6M;16.9;
OC_PAQCO01;12.71;
OC_PAQCO02;25.42;
OC_PAQCO03;16.95;
OC_PAQCO04;25.42;
OC_PAQCO05;12.71;
OC_PAQCO06;16.95;
OC_PAQCO07;8.47;
OC_PAQCO08;12.71;
OC_PAQCO09;21.19;
OC_PAQCO10;23.73;
OC_PAQCO11;33.9;
OC_PAQCO12;12.71;
OC_PAQCO13;25.42;
OC_PAQCO14;46.61;
OC_PAQCO15;72.03;
OC_PAQCO16;50.85;
OC_PAQCO17;84.75;
OC_PAQCO18;169.49;
OC_PAQCO19;254.24;
OC_PAQCO20;381.36;
OC_PAQCO21;55.08;
OC_PAQCO22;105.93;
OC_PAQCO23;135.59;
OC_PAQCO24;33.81;
OC_PAQCO25;25.34;
OC_PAQCO26;84.66;
OC_PAQCO27;93.14;
OC_PAQCO28;67.71;
OC_PAQCO29;237.2;
OC_PAQCO30;152.46;
OC_PAQCO31;101.61;
OC_PAQCO32;381.27;
OC_PAQRE01;25.42;
OC_PAQRE02;4.24;
OC_PAQRE03;8.47;
OC_PAQRE04;12.71;
OC_PAQRE05;21.19;
OC_PAQRE06;25.42;
OC_PAQRE07;33.9;
OC_PAQRE08;4.24;
OC_PAQRE09;8.47;
OC_PAQRE10;12.71;
OC_PAQRE11;21.19;
OC_PAQRE12;0.85;
OC_PAQRE13;4.24;
OC_PAQRE14;8.47;
OC_PAQRE15;4.24;
OC_PAQRE16;25.34;
OC_PAQRE17;33.81;
OC_PAQRE18;84.66;
OC_PAQRE19;12.71;
OC_PAQRE20;16.95;
OC_PAQRE21;21.19;
OC_PAQRE22;25.42;
OC_PAQRE23;33.9;
OC_PAQRE24;16.95;
OC_PAQRE25;16.95;
OC_PAQRE26;25.42;
OC_PAQRE27;25.42;
OC_PAQRE28;38.14;
OC_PAQRE29;38.14;
OC_PAQRE30;25.42;
OC_PAQRE31;610.17;
OC_PAQRE32;1220.34;
OC_PAQRE33;8.47;
OC_PAQRE34;16.95;
OC_PAQRE35;25.42;
OC_PAQRE36;4.24;
OC_PAQRE37;4.24;
OC_PAQRE38;5.93;
OC_PAQRE39;8.47;
OC_PAQRE40;12.71;
OC_SERVCO01;10.17;
OC_SERVCO02;20;
OC_SERVCO03;4661.02;
OC_SERVCO04;5508.47;
OC_SERVCO05;6355.93;
OC_SIM_Recibo;0.85;
OC1_AJUBOL11;250;
OC1_ALQUIEQMOV;130;
OC1_CAMBIONUM;0.85;
OC1_EnvioEquipo;0;
OC1_FACTDETALLE;0;
OC1_MU_NIV_2;350;
OC1_PAQ1;13.56;
OC1_PAQ10;13.56;
